class,depth,err_box,err_none,err_ray,err_xy,err_z,est_x,est_y,est_z,frame,gt_x,gt_y,gt_z,score,status,u,v
blue_cube,1.0438666343688965,0.0040513587046285965,0.027160143222015216,0.002434988581631219,0.00405135843943601,1.46587193012096e-06,0.47255188010962784,-0.5067468934387704,0.02575,23,0.4750994145870209,-0.5035967230796814,0.025748534128069878,0.9577231407165527,ok,435.55499267578125,469.248046875
red_cube,1.0669865608215332,0.002683888548705011,0.028530653022101213,0.003620012622016694,0.0026838883581414502,1.0113865137086064e-06,0.43314575512058884,-0.14980534147740604,0.02575,24,0.43448901176452637,-0.1474817842245102,0.02574898861348629,0.9596794247627258,ok,599.7950439453125,452.788818359375
yellow_cube,1.0765266418457031,0.002678540690143586,0.029751417382555073,0.004654083929486146,0.0026613437890511842,0.0003030337691307082,0.4170224025151548,-0.30720863526557807,0.026051502704620363,24,0.41814738512039185,-0.3047967553138733,0.025748468935489655,0.9513505697250366,ok,530.3102416992188,446.2823486328125
green_cube,1.0046815872192383,0.0022750445860674766,0.028850204553904066,0.0037547244064627633,0.002122895846067778,0.0008180104494094863,0.5311975039753328,-0.09535880277671378,0.026566784858703615,24,0.5318677425384521,-0.09334448724985123,0.02574877440929413,0.9600101709365845,ok,623.1890869140625,493.8768310546875
blue_cube,1.1650409698486328,0.002472641814568045,0.028254934379230434,0.002719709221551054,0.002472641172060168,1.7825216054902226e-06,0.2793383559952973,-0.12826873401836902,0.02575,24,0.28144145011901855,-0.1269683688879013,0.02574821747839451,0.9621889591217041,ok,612.00732421875,397.2845458984375
red_cube,1.0159811973571777,0.0017310997817878324,0.02807116167690393,0.0025158266017493423,0.0017310988233327298,1.8216371536240727e-06,0.5163451527696359,0.33022832150780024,0.02575,25,0.518066942691803,0.3300490379333496,0.025748178362846375,0.9563482999801636,ok,823.478759765625,487.83099365234375
yellow_cube,1.1014657020568848,0.003457519635316457,0.029625742961223188,0.0046938730216600465,0.003457518412777856,2.9075592756257207e-06,0.3784039262151171,-0.40216223184076116,0.02575,25,0.3795965909957886,-0.39891692996025085,0.025747092440724373,0.9252349138259888,ok,491.6114807128906,431.7789306640625
green_cube,1.0655739307403564,0.0014151491229462852,0.029540755416266034,0.0039462432171622425,0.0014151486177309371,1.1957883834824712e-06,0.4349980521759949,-0.322430044209391,0.02575,25,0.43609705567359924,-0.321538507938385,0.025748804211616516,0.9520145058631897,ok,522.358154296875,453.452880859375
blue_cube,0.9854979515075684,0.0028310462630907465,0.02752102794539889,0.0031821022317587416,0.0028267603273557044,0.00015572088956833027,0.5626729005922725,-0.16031157926677622,0.025904577255249025,25,0.5644160509109497,-0.15808627009391785,0.025748856365680695,0.9514552354812622,ok,591.3789672851562,508.37860107421875
red_cube,1.1181693077087402,0.0026353620882057904,0.02900597645260029,0.0037909609099725395,0.0026353618277888814,1.1715739965424687e-06,0.35156402797853653,-0.0034080400328811607,0.02575,26,0.35398536920547485,-0.002367733046412468,0.025748828426003456,0.9558718204498291,ok,664.1760864257812,421.890380859375
yellow_cube,0.9670343399047852,0.002647338600089069,0.02651188378954538,0.0018571469768633782,0.0026473380857227015,1.6502737998948247e-06,0.5942849963880216,-0.38627608978227457,0.02575,26,0.5957234501838684,-0.38405364751815796,0.025748349726200104,0.9568067789077759,ok,478.82672119140625,523.72265625
green_cube,0.9098110198974609,0.0026587510607624003,0.027070473840961347,0.002895585334572595,0.0026338465788098005,0.00036305564641952656,0.6833685843582769,-0.22459002939904632,0.026112001419067384,26,0.6843194961547852,-0.2221338301897049,0.025748945772647858,0.9563431739807129,ok,553.5870361328125,569.193603515625
blue_cube,1.1650364398956299,0.0034110277125215167,0.02876738310827871,0.0032690540744429036,0.003411027668568124,5.475878715500981e-07,0.27873649728267824,0.22597643567776693,0.02575,26,0.28194618225097656,0.22482186555862427,0.02574945241212845,0.9491122364997864,ok,757.2597045898438,396.966064453125
red_cube,1.1095867156982422,0.0035979348222258544,0.0291480368631458,0.00448385362105275,0.0035979337316309552,2.801388502119556e-06,0.3651658576489925,-0.2498849705438429,0.02575,27,0.3670092821121216,-0.2467951625585556,0.02574719861149788,0.9503417015075684,ok,558.2540283203125,426.829345703125
yellow_cube,1.082977533340454,0.0020587202367716214,0.02942507446343629,0.004117492924690971,0.0020457829117307073,0.00023043717443943165,0.40680426139362214,-0.11176480058294844,0.025978427410125734,27,0.40814274549484253,-0.11021764576435089,0.025747990235686302,0.935745120048523,ok,617.1680297851562,442.3367919921875
green_cube,1.135829210281372,0.0034698152806804912,0.029397479370211293,0.004553683133288597,0.0034698152371773297,5.494505166993291e-07,0.3226615923632441,-0.14416432749706007,0.02575,27,0.3258313238620758,-0.14275279641151428,0.0257494505494833,0.9511390328407288,ok,604.6046752929688,411.4676513671875
blue_cube,1.0438661575317383,0.002130214402113823,0.028811956717957724,0.003650270001797031,0.0020387534981638313,0.0006174929738044753,0.4688250174799845,-0.03430448907034104,0.02636693048477173,27,0.4707905054092407,-0.0337628498673439,0.025749437510967255,0.9509252309799194,ok,651.758056640625,467.047119140625
red_cube,1.0638437271118164,0.0020730930646982934,0.028942634284050126,0.0034345183461976124,0.002073092984809944,5.755275487885625e-07,0.43860973489802535,-0.3828766633995299,0.02575,28,0.44021883606910706,-0.3815695643424988,0.02574942447245121,0.9523935317993164,ok,495.02301025390625,455.04620361328125
yellow_cube,0.9167349338531494,0.00154292463631987,0.028025445788304754,0.0026688463095545963,0.001382767477798534,0.0006845221221447005,0.6719083132614853,0.1306632394865119,0.026432793617248537,28,0.6729211211204529,0.1316046565771103,0.025748271495103836,0.954131543636322,ok,739.344970703125,562.9299926757812
green_cube,0.9029867649078369,0.002306093170087875,0.027610375472466732,0.0028546641096836725,0.0022812844317325145,0.0003373530060052886,0.6943053222910119,-0.3709554386707531,0.02608672904968262,28,0.6952043771743774,-0.36885878443717957,0.02574937604367733,0.9558585286140442,ok,475.5084533691406,575.2152099609375
blue_cube,1.0017728805541992,0.001718182636150658,0.02833796004364055,0.0030628021314460492,0.0016829329165763847,0.00034624899923801564,0.5364297837400765,-0.004291430151779013,0.02609459686279297,28,0.53746497631073,-0.0029645392205566168,0.025748347863554955,0.9584609866142273,ok,666.5631103515625,496.3232421875
red_cube,1.0669870376586914,0.004270963093453495,0.02699831452699422,0.0019456308695652116,0.004270962716016811,1.7955601215348393e-06,0.4366158382568718,-0.54032405065959,0.02575,29,0.43967628479003906,-0.5373449921607971,0.025748204439878464,0.9480161070823669,ok,424.947265625,454.792236328125
yellow_cube,1.079740285873413,0.0037457334343598144,0.028555138902732032,0.003737031502958272,0.0037457332028802953,1.3168603181824834e-06,0.4138551800787442,-0.44047653007237014,0.02575,29,0.415753036737442,-0.4372471868991852,0.025748683139681816,0.9614319205284119,ok,471.67242431640625,445.40740966796875
green_cube,0.900177001953125,0.003044894152030163,0.027126450316871876,0.0032700573454966173,0.0029963415171285848,0.0005415883213281646,0.6985453809139688,-0.22008124354793732,0.0262897424697876,29,0.6994390487670898,-0.21722127497196198,0.025748154148459435,0.9604292511940002,ok,555.05517578125,577.5401000976562
blue_cube,1.0994548797607422,0.0027622406775431375,0.029094134872685185,0.004024106891315453,0.0027622404827138715,1.0374635457978398e-06,0.3815761011932729,-0.23085425415810498,0.02575,29,0.38279515504837036,-0.22837556898593903,0.0257489625364542,0.9490182995796204,ok,565.7686767578125,432.9566650390625
