class,depth,err_box,err_none,err_ray,err_xy,err_z,est_x,est_y,est_z,frame,gt_x,gt_y,gt_z,score,status,u,v
green_cube,0.9018614292144775,0.001077578480471297,0.02766741878971368,0.0021655790753043374,0.0009989067101892472,0.00040417912602424763,0.6960225729591898,0.14790157562154968,0.02615253257751465,4,0.6968435049057007,0.1484706848859787,0.025748353451490402,0.9461361765861511,ok,750.1144409179688,576.15771484375
blue_cube,1.0159809589385986,0.0009224421651110835,0.027871746598801133,0.0021901071820747066,0.0009224402883516127,1.8607527017579228e-06,0.5151802011646677,0.13179271306930093,0.02575,4,0.5160952806472778,0.13190901279449463,0.02574813924729824,0.9612693190574646,ok,730.1753540039062,487.1234130859375
red_cube,1.083606243133545,0.0017702538683107083,0.028507555167870305,0.002916166862744174,0.001770252894283249,1.857027411459461e-06,0.40738477778865134,0.13215607586763323,0.02575,5,0.40914684534072876,0.13198603689670563,0.02574814297258854,0.95020592212677,ok,724.7083740234375,442.8502197265625
yellow_cube,1.158118486404419,0.0024483112685515446,0.029190317819793733,0.003692043874753627,0.0024483099114076933,2.5778710842118413e-06,0.28869968164581594,-0.07432890433911563,0.02575,5,0.29092979431152344,-0.07331854850053787,0.025747422128915787,0.9184103012084961,ok,634.0897216796875,400.101318359375
green_cube,0.9943149089813232,0.002852650047870587,0.0282462374645036,0.0036334326308903263,0.0028262752521192214,0.00038701485097408436,0.5482989291653982,-0.29176810000115505,0.02613429355621338,5,0.5496363043785095,-0.2892782688140869,0.025747278705239296,0.9459784626960754,ok,528.6588134765625,501.7012939453125
blue_cube,0.9406008720397949,0.0008999709196646474,0.028192465187736094,0.002556186609826652,0.000899969667518786,1.5012621879563481e-06,0.6349965209592592,0.27490062382335584,0.02575,5,0.6358914971351624,0.2749952971935272,0.025748498737812042,0.9490979313850403,ok,810.0769653320312,543.7515869140625
red_cube,1.1078860759735107,0.002519026485642746,0.030130985367159628,0.004855586515563122,0.0025177237718124854,8.100274205207966e-05,0.3671850492735222,-0.3131974546000188,0.025828640937805177,6,0.3685705065727234,-0.3110952079296112,0.025747638195753098,0.94797283411026,ok,530.832275390625,427.44183349609375
yellow_cube,0.9339358806610107,0.0010929749900753598,0.027940168070947225,0.002368504318992859,0.0008796589705098231,0.0006486866921186461,0.6444635221221675,0.041746410448449504,0.02639744806289673,6,0.6448604464530945,0.04253142699599266,0.025748761370778084,0.9589201807975769,ok,692.03857421875,548.4515380859375
green_cube,0.9774994850158691,0.002841256654919834,0.026550721075502395,0.0017746790464534617,0.002841256171322136,1.6577243804917485e-06,0.5779351370698872,-0.4272024320107333,0.02575,6,0.5797234773635864,-0.4249945878982544,0.025748342275619507,0.9632247686386108,ok,460.5504150390625,515.9454345703125
blue_cube,1.0701448917388916,0.0032258234453066597,0.029977228091423166,0.004847330646829065,0.0032258233849621456,6.239563226685674e-07,0.4277370279220648,-0.5030779915649033,0.02575,6,0.429934024810791,-0.500715970993042,0.02574937604367733,0.9396460056304932,ok,442.22564697265625,450.5810546875
red_cube,1.0813546180725098,0.003908104580489521,0.0277596822214069,0.003305637251208942,0.0039081045025677235,7.804185152039678e-07,0.4111840422080728,-0.33482055937854854,0.02575,7,0.4140773415565491,-0.33219337463378906,0.025749219581484795,0.9513934254646301,ok,518.5977783203125,444.3548583984375
yellow_cube,1.1438374519348145,0.0035166907776363883,0.03045983872784586,0.005072403443137402,0.0035166900482597662,2.2649466991410405e-06,0.311407921211948,-0.5213025202954398,0.02575,7,0.3135959208011627,-0.518549382686615,0.025747735053300858,0.9471776485443115,ok,447.3504638671875,407.84234619140625
green_cube,1.0356416702270508,0.001293284308936955,0.029984037903493636,0.004396424246704453,0.0011963968287464807,0.0004911404401063933,0.4821279204216838,0.2633230333499718,0.026238065242767335,7,0.4831201732158661,0.2626546025276184,0.025746924802660942,0.9473614692687988,ok,789.1256103515625,472.635986328125
blue_cube,0.9161550998687744,0.0026440084257881857,0.02773912471503197,0.0032158288660451093,0.0025112299825600115,0.0008273478895425811,0.6726585260645954,-0.20137891060684385,0.02657590436935425,7,0.6729293465614319,-0.1988823264837265,0.02574855647981167,0.958803117275238,ok,566.2882690429688,563.309326171875
red_cube,1.082366704940796,0.002526839456031666,0.028439815796420336,0.003340316412167094,0.0025268391912953935,1.156672835348621e-06,0.408836035199817,0.024618314493662738,0.02575,8,0.41105595231056213,0.02582532912492752,0.02574884332716465,0.9557189345359802,ok,677.3446655273438,443.3135986328125
yellow_cube,1.0275371074676514,0.001957590027889206,0.028024525312056854,0.002692414955943935,0.0019575899174766242,6.574839353547246e-07,0.4962458267569544,0.15813368868771838,0.02575,8,0.49802830815315247,0.15732441842556,0.025749342516064644,0.9477890729904175,ok,741.4056396484375,478.83660888671875
green_cube,0.9735503196716309,0.002083667116511519,0.028334640515718535,0.003237565316087644,0.0020395253843912323,0.0004266202747821822,0.5814323686492961,-0.32100165465884994,0.026174467086791994,8,0.5823992490768433,-0.3192058801651001,0.02574784681200981,0.9580209851264954,ok,511.9408264160156,517.1641235351562
blue_cube,1.0823333263397217,0.0034397379103048072,0.027593877897130824,0.0026652622328147617,0.003439737839768787,6.965994834885747e-07,0.4107838697817471,-0.3902001899280966,0.02575,8,0.41277921199798584,-0.3873983323574066,0.02574930340051651,0.9551910161972046,ok,494.2618408203125,444.4117431640625
red_cube,1.0890858173370361,0.002591888973432021,0.0282280565070698,0.0026795005980274384,0.002591888758275018,1.0560899972901494e-06,0.400497534531682,0.33298286809614536,0.02575,9,0.403028279542923,0.33242321014404297,0.02574894391000271,0.9530065059661865,ok,812.3746948242188,440.54754638671875
yellow_cube,1.0600814819335938,0.0018659018378752656,0.027953916487953173,0.00235815285044661,0.0018659013246589602,1.3839155435547978e-06,0.44552823352184995,0.20199184056715902,0.02575,9,0.44733959436416626,0.20154400169849396,0.025748616084456444,0.9511988162994385,ok,758.05859375,457.985595703125
green_cube,0.961249589920044,0.0020167221622328342,0.029343927318256233,0.00405092356655998,0.001720242450677505,0.001052584528923036,0.6003180309605229,-0.38842288545524994,0.026799421787261964,9,0.6006940007209778,-0.3867442309856415,0.025746837258338928,0.9523215293884277,ok,476.8017578125,526.1619262695312
blue_cube,1.1078858375549316,0.0018073303344200297,0.02960667345608677,0.0041372995545044255,0.001807327638340007,3.1217634677872808e-06,0.3675839165150777,-0.025347442488918178,0.02575,9,0.3688977062702179,-0.02410631813108921,0.02574687823653221,0.9439395666122437,ok,654.9408569335938,427.6632080078125
red_cube,1.1538760662078857,0.0036992507729652524,0.02823719271854695,0.0032339470298683544,0.0036992507118580515,6.723850965485723e-07,0.2959559882279071,-0.18652573835855102,0.02575,10,0.2992312014102936,-0.18480601906776428,0.02574932761490345,0.9464718103408813,ok,587.6192626953125,402.652587890625
yellow_cube,0.9781622886657715,0.001003171913802678,0.02836847190609926,0.002759946200135739,0.0007241213471271288,0.0006942637562751784,0.5737317320862252,-0.00017128116011190758,0.026441853523254396,10,0.5743775367736816,0.0001562673569424078,0.025747589766979218,0.9316076636314392,ok,669.216064453125,513.4573974609375
green_cube,0.9208242893218994,0.0008957453602950104,0.026970126054460978,0.0014987557293662719,0.0008879731066293871,0.00011774341762066029,0.6660715308363994,-0.05052329127887492,0.02586648988723755,10,0.6667661070823669,-0.04997006431221962,0.02574874646961689,0.9527296423912048,ok,644.916015625,559.9013671875
blue_cube,0.9728941917419434,0.0012134185025210666,0.02779852178520363,0.0023157751641381765,0.0012128023903993528,3.866295516491078e-05,0.5829581946427296,0.12656561393689125,0.025788050174713136,10,0.584070086479187,0.12608127295970917,0.025749387219548225,0.95189368724823,ok,731.6002197265625,517.9676513671875
red_cube,1.16316819190979,0.0025278157114524036,0.0308044781550821,0.00518113681475288,0.002527813914926653,3.0137300491318852e-06,0.28053953534010195,0.3302544429178722,0.02575,11,0.2829819619655609,0.329602986574173,0.025746986269950867,0.9456542134284973,ok,800.2698974609375,397.3406982421875
yellow_cube,1.12164306640625,0.002291063838911614,0.029915671582722455,0.004595758098193921,0.0022706525136105228,0.0003051404207944884,0.3449229475018142,-0.0030285163648086934,0.026052277565002443,11,0.34714770317077637,-0.002574286190792918,0.025747137144207954,0.9259302020072937,ok,664.26220703125,419.2904052734375
green_cube,1.0253205299377441,0.0026712874149132392,0.028195244417733713,0.0031134571689014046,0.002671287352914676,5.755275487885625e-07,0.5000609026497745,-0.3905017844306414,0.02575,11,0.5016629695892334,-0.3883642256259918,0.02574942447245121,0.9512811303138733,ok,486.02392578125,480.5218505859375
blue_cube,0.984154224395752,0.0014464049415101302,0.027470748243508075,0.0018501575636552252,0.0014464045559589615,1.0560899972901494e-06,0.5670042336621893,0.29734917446789505,0.02575,11,0.5683923959732056,0.2969428598880768,0.02574894391000271,0.9507246017456055,ok,813.452392578125,510.75048828125
red_cube,1.0202875137329102,0.0009009682545041302,0.029187662327307632,0.0035110190520505195,0.00047722855613065206,0.0007641967684030547,0.506326767525604,0.010124689475616852,0.02651123332977295,12,0.5067993998527527,0.010190763510763645,0.025747036561369896,0.9576303362846375,ok,672.8299560546875,482.926513671875
yellow_cube,0.9155740737915039,0.0013530298027664917,0.028202181615330665,0.002677541040346553,0.0008392992416707923,0.0010612570047378554,0.6732978118048626,0.12330874045990323,0.026810567855834962,12,0.6736768484115601,0.12255990505218506,0.025749310851097107,0.9479250907897949,ok,735.633056640625,563.61376953125
green_cube,0.9086670875549316,0.003087885033488456,0.02710077278223721,0.0026334619895441672,0.0030878846793340417,1.4789104461655767e-06,0.6868791951184479,-0.49810923779586863,0.02575,12,0.687684178352356,-0.4951281249523163,0.025748521089553833,0.9643928408622742,ok,409.6857604980469,571.340087890625
blue_cube,1.0850720405578613,0.001410917075955536,0.030642737869188558,0.005052654126936193,0.0013363613833067111,0.0004525762349367156,0.4031797941935609,0.23424686503185832,0.02620194482803345,12,0.4045083820819855,0.23410293459892273,0.025749368593096733,0.945315420627594,ok,769.5325317382812,440.891845703125
red_cube,0.9115338325500488,0.0028637943802015124,0.027601685152928886,0.0032413556253508575,0.0028432094606655905,0.0003427509516477599,0.6806427784481923,-0.38290878465880784,0.02608982849121094,13,0.6817911863327026,-0.3803078234195709,0.02574707753956318,0.9476943016052246,ok,470.78692626953125,567.7116088867188
yellow_cube,1.0765244960784912,0.0032518366567882554,0.027431377565198856,0.0024245825612857763,0.00325183641732967,1.247942447660938e-06,0.42005852178844305,-0.3745970098423928,0.02575,13,0.4221067428588867,-0.3720712959766388,0.025748752057552338,0.9523422718048096,ok,500.3992614746094,448.0181884765625
green_cube,1.0263361930847168,0.0029694543822108123,0.028538674797101763,0.003890378781166521,0.0029561428756010536,0.00028085339069366597,0.49725662626534983,-0.26021633531669763,0.02602968740463257,13,0.49862760305404663,-0.25759732723236084,0.025748834013938904,0.9530864953994751,ok,546.81689453125,479.114013671875
blue_cube,0.8896484375,0.001571125706091908,0.02818945382314575,0.002863990433854546,0.0014141732032407605,0.0006845072209835067,0.7151933155615289,0.269225386466458,0.026433747291564943,13,0.7162655591964722,0.2683033347129822,0.025749240070581436,0.9560387134552002,ok,816.7655029296875,586.9112548828125
red_cube,0.89849853515625,0.0038155783387636023,0.026459912580929067,0.0026167715122061,0.0038155780958310922,1.3615638017640264e-06,0.7039030108394926,-0.5397461039867476,0.02575,14,0.7051976919174194,-0.5361568927764893,0.025748638436198235,0.9743553400039673,ok,384.9385070800781,580.8839111328125
yellow_cube,1.0246233940124512,0.0020244511991847334,0.029791529952640824,0.004413228241212944,0.002002838526987856,0.0002950262576341643,0.4999756191256803,-0.439385316461142,0.02604429054260254,14,0.5007475018501282,-0.43753719329833984,0.025749264284968376,0.9410182237625122,ok,463.1343078613281,480.27972412109375
green_cube,0.9261345863342285,0.0011697073384417855,0.028043014131657943,0.002495706492303096,0.0009655810129042618,0.0006602034270763411,0.6569161454911412,0.10248028386336766,0.026409130573272706,14,0.6575000882148743,0.10324928164482117,0.025748927146196365,0.968280017375946,ok,723.8010864257812,554.955078125
blue_cube,0.9606070518493652,0.0011644976938732677,0.028148548314941978,0.0026187817981878684,0.0009759058165978432,0.0006353445649147048,0.6018593105788822,0.03792996454127417,0.026382785320281984,14,0.6025934815406799,0.03857291489839554,0.02574744075536728,0.947037398815155,ok,688.696044921875,526.9952392578125
red_cube,1.029000997543335,0.0017726154999211864,0.028335604524322697,0.00292117687434182,0.0017726153997201413,5.96016645430103e-07,0.4937917056989107,-0.29043479704118486,0.02575,15,0.4950050413608551,-0.28914251923561096,0.02574940398335457,0.9494426846504211,ok,533.0286254882812,477.766845703125
yellow_cube,1.0423598289489746,0.001378080150720589,0.02853518128338784,0.003011887196161591,0.00137808003209257,5.718022584901006e-07,0.47202286970044527,0.047043853827820115,0.02575,15,0.4733637869358063,0.04672597721219063,0.02574942819774151,0.945397675037384,ok,689.0540771484375,468.51434326171875
green_cube,0.99090576171875,0.003739677011794241,0.02773075791839299,0.0030472269681848076,0.003739676850876783,1.0970681905732305e-06,0.5560908662106544,-0.5455393788826375,0.02575,15,0.5576635003089905,-0.5421464443206787,0.025748902931809425,0.9555334448814392,ok,405.9323425292969,505.6614990234375
blue_cube,0.9190657138824463,0.0006337528357916643,0.027642187001448274,0.00197248104696048,0.0006337525377368042,6.146430969224126e-07,0.6690513763560515,0.20156987773204071,0.02575,15,0.6695513129234314,0.2011803835630417,0.025749385356903076,0.9576982259750366,ok,775.9478759765625,561.51708984375
red_cube,0.9029889106750488,0.001428108114756118,0.027635147364623875,0.0023356826784028564,0.0013844772662049722,0.0003503077030181899,0.6942869186913443,-0.3035931063659593,0.0260988883972168,16,0.6942898631095886,-0.30220863223075867,0.02574858069419861,0.9670080542564392,ok,511.142578125,575.2030639648438
yellow_cube,0.9405989646911621,0.0012606537168523867,0.027622744316988832,0.0021736677980727917,0.0012606532682284915,1.0635405778870732e-06,0.6348655561343595,0.20024962052541842,0.02575,16,0.63612300157547,0.20033949613571167,0.02574893645942211,0.9600062966346741,ok,772.1658325195312,543.6650390625
green_cube,1.1514992713928223,0.004786830364487431,0.028283223918613536,0.0034290147196817397,0.004786830258035105,1.0095238685593755e-06,0.30092897520255707,-0.46165405254498365,0.02575,16,0.30400073528289795,-0.4579828083515167,0.02574899047613144,0.9608550071716309,ok,473.37042236328125,404.57421875
blue_cube,0.9593315124511719,0.004673233016943501,0.02671942297174797,0.003177380040179748,0.0046732328751790675,1.1510848999009282e-06,0.6068710409538285,-0.5523198018889756,0.02575,16,0.6088064908981323,-0.5480661988258362,0.025748848915100098,0.9558449387550354,ok,394.8504638671875,529.9111328125
red_cube,0.9523792266845703,0.000835555802429003,0.027974145564770965,0.002331135187619381,0.0005404246013480348,0.0006372556388378157,0.6150055947068089,0.007410613239103122,0.026384692668914796,17,0.6155433654785156,0.007464104797691107,0.02574743703007698,0.9455115795135498,ok,673.8096923828125,533.48828125
yellow_cube,0.9115338325500488,0.002058637842710732,0.02716655845947374,0.00245548454430464,0.002020971267544674,0.00039200115203857563,0.6805821821398403,-0.1668473226227808,0.026139002323150636,17,0.6811476349830627,-0.1649070680141449,0.02574700117111206,0.9387813210487366,ok,584.0091552734375,567.67041015625
green_cube,0.964454174041748,0.0024095991633734264,0.026987145644165513,0.0023321881252654736,0.0024095985487424996,1.721054315565601e-06,0.5973863316860414,-0.30487868349571967,0.02575,17,0.5983303785324097,-0.3026617169380188,0.025748278945684433,0.9644566774368286,ok,518.7144927978516,525.0701904296875
blue_cube,1.1011242866516113,0.00422863067470656,0.028415925957926108,0.003320056071653258,0.0042286306360465485,5.718022584901006e-07,0.3808298234849987,-0.5270910470907905,0.02575,17,0.38361629843711853,-0.5239103436470032,0.02574942819774151,0.9423747062683105,ok,437.3610534667969,433.032958984375
red_cube,1.0607247352600098,0.001572553824395118,0.029691179115475554,0.004204311481869052,0.0013771150287322945,0.0007592626214027419,0.44171107607240123,0.0593329031669141,0.02650634574890137,18,0.44304323196411133,0.059681911021471024,0.025747083127498627,0.9471132755279541,ok,693.73779296875,455.95166015625
yellow_cube,0.9261345863342285,0.0011267677756040262,0.02769361492946047,0.0022108153816789446,0.0009586687753599646,0.0005920809060335173,0.6570016311833015,0.08491003202471269,0.026339810371398927,18,0.6579535603523254,0.08502350747585297,0.02574772946536541,0.9429476857185364,ok,714.7391357421875,555.01220703125
green_cube,1.072303295135498,0.0030022113757081437,0.030199308814394157,0.004916408353232194,0.0030022106803802907,2.0432919263825566e-06,0.4246958403233114,-0.5295649555598839,0.02575,18,0.42609903216362,-0.5269108414649963,0.025747956708073616,0.9600287079811096,ok,430.82275390625,449.4560546875
blue_cube,1.1669225692749023,0.004344192489214695,0.02815611492185517,0.002903191735712846,0.004344191939793513,2.1848529577241094e-06,0.27670521467190984,-0.41979361299364126,0.02575,18,0.2800266146659851,-0.41699355840682983,0.025747815147042274,0.9545716047286987,ok,492.7080383300781,396.47802734375
red_cube,1.0765256881713867,0.0029141388142856148,0.029328211428194487,0.004440236671486554,0.002900793309900506,0.0002785735130310073,0.41705586878458784,-0.20635836004401817,0.02602581310272217,19,0.4184904098510742,-0.20383711159229279,0.025747239589691162,0.9528871774673462,ok,575.0587158203125,446.30120849609375
yellow_cube,0.9998152256011963,0.0018607150468102282,0.028575149755137006,0.003326830647064751,0.0016210156281503982,0.0009135473817586913,0.5388555550452216,-0.12012763600473315,0.02666292715072632,19,0.540274441242218,-0.11934376507997513,0.02574937976896763,0.9669371247291565,ok,611.2741088867188,497.30126953125
green_cube,0.9333109855651855,0.001728880040123846,0.02693688986842851,0.0020383518064203726,0.0017198169758323376,0.0001767929941415801,0.646043654701739,-0.09007899521076108,0.025926034927368165,19,0.647551417350769,-0.08925169706344604,0.025749241933226585,0.9645500779151917,ok,624.60546875,549.3547973632812
blue_cube,1.0927352905273438,0.004153814334349194,0.027226729330871228,0.0025715736021456937,0.004153813870420499,1.9631981849656255e-06,0.3946389488830275,-0.4211783514434913,0.02575,19,0.39737609028816223,-0.41805389523506165,0.025748036801815033,0.9528560042381287,ok,482.1049499511719,438.3104248046875
red_cube,1.0246260166168213,0.0008062074966405927,0.02866732125598421,0.0030153917111864124,0.0007938787956512925,0.00014045278728008412,0.5001635207916131,-0.04533852839449908,0.025889080047607423,20,0.5005794167518616,-0.04466230794787407,0.02574862726032734,0.9502251148223877,ok,646.8350830078125,480.3935546875
yellow_cube,1.0607223510742188,0.0014791966287411944,0.028707923870280243,0.0031258882858165842,0.0014791957349891529,1.6260594129548223e-06,0.44350580075410784,0.15222272057445013,0.02575,20,0.44496288895606995,0.15247750282287598,0.025748373940587044,0.95854252576828,ok,735.57177734375,456.99322509765625
green_cube,1.0188465118408203,0.002025748858629329,0.02822786027121941,0.002857637784757129,0.0020257482870561826,1.5217512845978887e-06,0.5105271504500463,0.25436353410070195,0.02575,20,0.5125371813774109,0.2541116774082184,0.0257484782487154,0.9522577524185181,ok,787.3885498046875,485.076416015625
blue_cube,0.9735498428344727,0.0017301096566306653,0.027483197768427916,0.0019135971929401053,0.0017301081520424808,2.281710505484119e-06,0.5841429410026999,0.3473703053943187,0.02575,20,0.5857399106025696,0.34670475125312805,0.025747718289494514,0.9656925201416016,ok,839.8865966796875,518.8846435546875
red_cube,0.8928625583648682,0.0033765450722881684,0.026193927141316888,0.0023469187018124544,0.0033765445928886414,1.7992854118333013e-06,0.7130019443972611,-0.4963122468863351,0.02575,21,0.7136797904968262,-0.4930044412612915,0.025748200714588165,0.9696598649024963,ok,406.5657958984375,586.03369140625
yellow_cube,1.1665477752685547,0.0057857250012295905,0.027578167876825273,0.0031761070242072465,0.005785724902792796,1.0672658681855351e-06,0.27728529367539156,-0.45529840924673726,0.02575,21,0.2817261517047882,-0.4515898525714874,0.025748932734131813,0.9442185759544373,ok,478.1211853027344,396.667724609375
green_cube,1.056070327758789,0.0031958861243757356,0.0276685292349936,0.002886570834717914,0.0031958859190862965,1.1454969644532353e-06,0.4520243877065259,-0.36230295087378533,0.02575,21,0.4535588026046753,-0.3594995141029358,0.025748854503035545,0.9573090076446533,ok,503.2587890625,460.629150390625
blue_cube,1.1529021263122559,0.004552604014342734,0.029134174835382883,0.00453988507842321,0.004552603774131181,1.4789104461655767e-06,0.2971832536740271,-0.37303699852669364,0.02575,21,0.29973816871643066,-0.36926889419555664,0.025748521089553833,0.9393355846405029,ok,510.29638671875,403.00732421875
red_cube,0.9357295036315918,0.0031224488403417843,0.026527354036458003,0.0023317474652803424,0.003122448527015871,1.3988167047486455e-06,0.644001503100433,-0.43470908736084,0.02575,22,0.6454472541809082,-0.43194150924682617,0.02574860118329525,0.9729169011116028,ok,448.7107238769531,548.5595092773438
yellow_cube,1.0348985195159912,0.0014890884016957897,0.029975343915703914,0.004373969250298121,0.0014890882733019754,6.183683872208745e-07,0.4839956296322195,0.34377593770222287,0.02575,22,0.48529061675071716,0.3430408239364624,0.025749381631612778,0.9533373713493347,ok,826.369384765625,473.5419921875
green_cube,1.0928027629852295,0.002814658872247506,0.02914482683116697,0.0041721094807433525,0.002808360285510539,0.00018819424510002278,0.39115550308922953,-0.1386019313551521,0.02593604850769043,22,0.39343884587287903,-0.13696692883968353,0.02574785426259041,0.9357573390007019,ok,605.6426391601562,436.36865234375
blue_cube,1.1528098583221436,0.0029754609972223282,0.02898784252793192,0.003814384785666082,0.002975460613779522,1.510575413702503e-06,0.29741268610258004,-0.13530468455264472,0.02575,22,0.29948294162750244,-0.13316753506660461,0.025748489424586296,0.929532527923584,ok,608.7957763671875,403.1011962890625
red_cube,1.003286600112915,0.0012088503988120823,0.02823778301086946,0.0027388636430025867,0.0011564562618085175,0.000352034375071527,0.5340023105726821,-0.12027485866548998,0.02610145139694214,23,0.5350779891014099,-0.11985023319721222,0.025749417021870613,0.9519045948982239,ok,611.3029174804688,495.2301025390625
yellow_cube,1.0878689289093018,0.0015667185032518537,0.02916142465841405,0.0036145742271831744,0.0015667183645102958,6.593465805039556e-07,0.399451592119581,0.026581114892010392,0.02575,23,0.401017427444458,0.02652852050960064,0.025749340653419495,0.9578267335891724,ok,678.01708984375,439.599853515625
green_cube,0.9109578132629395,0.0012006705525732686,0.027186801487986977,0.0016008278580791218,0.0012006682223189746,2.365529537199512e-06,0.683293116373871,0.3067644320635566,0.02575,23,0.684371829032898,0.30623719096183777,0.0257476344704628,0.9657888412475586,ok,832.32373046875,569.388916015625
